order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR44810,North,Fashion,2023-09-26,2023-09-27,2023-10-03,Standard,79,Delivered,6,1,0
OR44811,Central,Fashion,2023-10-14,2023-10-17,2023-10-26,Standard,55,Delivered,9,1,0
OR44812,South,Home,2024-02-03,2024-02-06,2024-02-12,Express,203,Delivered,6,1,0
OR44813,West,Sports,2023-06-29,2023-07-02,2023-07-11,Same Day,323,Delayed,9,0,1
OR44814,North,Fashion,2024-03-22,2024-03-22,2024-03-25,Standard,132,Delivered,3,1,0
OR44815,Central,Sports,2024-07-17,2024-07-17,2024-07-20,Standard,59,Delivered,3,1,0
OR44816,North,Grocery,2023-05-07,2023-05-07,2023-05-09,Standard,78,Delivered,2,1,0
OR44817,South,Grocery,2023-07-13,2023-07-16,2023-07-23,Standard,87,Delivered,7,1,0
OR44818,East,Grocery,2024-04-19,2024-04-22,2024-05-01,Standard,91,Delivered,9,1,0
OR44819,Central,Sports,2023-08-11,2023-08-14,2023-08-26,Standard,109,Delivered,12,1,0
OR44820,South,Sports,2025-04-19,2025-04-19,2025-04-21,Standard,68,Delivered,2,1,0
OR44821,West,Fashion,2023-10-29,2023-10-30,2023-11-05,Express,108,Returned,6,1,0
OR44822,Central,Fashion,2024-09-23,2024-09-26,2024-10-06,Standard,102,Delayed,10,0,1
OR44823,West,Home,2023-04-28,2023-05-01,2023-05-11,Express,228,Delivered,10,1,0
OR44824,East,Home,2023-08-26,2023-08-29,2023-09-04,Express,175,Delivered,6,1,0
OR44825,Central,Home,2025-09-16,2025-09-17,2025-09-22,Standard,125,Delivered,5,1,0
OR44826,Central,Beauty,2022-07-21,2022-07-21,2022-07-25,Standard,54,Delivered,4,1,0
OR44827,South,Electronics,2023-10-22,2023-10-25,2023-11-04,Standard,82,Delivered,10,1,0
OR44828,North,Grocery,2022-04-07,2022-04-10,2022-04-18,Same Day,260,Delayed,8,0,1
OR44829,Central,Sports,2024-06-05,2024-06-08,2024-06-17,Standard,135,Delivered,9,1,0
OR44830,East,Beauty,2022-01-18,2022-01-19,2022-01-25,Standard,94,Delivered,6,1,0
OR44831,Central,Grocery,2024-09-02,2024-09-03,2024-09-09,Express,237,Delivered,6,1,0
OR44832,Central,Sports,2023-12-06,2023-12-09,2023-12-15,Standard,107,Delivered,6,1,0
OR44833,Central,Beauty,2025-09-20,2025-09-23,2025-09-29,Same Day,289,Delayed,6,0,1
OR44834,Central,Electronics,2025-07-08,2025-07-09,2025-07-13,Standard,65,Delivered,4,1,0
OR44835,East,Sports,2022-09-28,2022-10-01,2022-10-09,Standard,111,Delivered,8,1,0
OR44836,South,Home,2023-11-09,2023-11-10,2023-11-16,Express,174,Delivered,6,1,0
OR44837,North,Beauty,2024-12-04,2024-12-05,2024-12-11,Express,125,Delayed,6,0,1
OR44838,East,Grocery,2023-04-18,2023-04-18,2023-04-22,Express,197,Delivered,4,1,0
OR44839,East,Grocery,2023-07-27,2023-07-30,2023-08-06,Express,99,Delivered,7,1,0
OR44840,West,Grocery,2023-04-26,2023-04-29,2023-05-07,Express,167,Delivered,8,1,0
OR44841,North,Electronics,2023-12-01,2023-12-04,2023-12-15,Express,162,Delivered,11,1,0
OR44842,South,Beauty,2024-02-17,2024-02-20,2024-02-28,Standard,107,Delivered,8,1,0
OR44843,South,Grocery,2025-08-18,2025-08-19,2025-08-25,Same Day,326,Delayed,6,0,1
OR44844,West,Fashion,2023-09-19,2023-09-22,2023-09-29,Same Day,372,Delivered,7,1,0
OR44845,West,Home,2022-09-19,2022-09-20,2022-09-27,Standard,77,Delivered,7,1,0
OR44846,East,Home,2022-10-27,2022-10-27,2022-10-29,Standard,65,Delivered,2,1,0
OR44847,South,Sports,2022-11-30,2022-11-30,2022-12-04,Standard,70,Delayed,4,0,1
OR44848,South,Electronics,2024-06-09,2024-06-10,2024-06-17,Same Day,203,Delivered,7,1,0
OR44849,South,Sports,2023-09-28,2023-10-01,2023-10-13,Standard,67,Delivered,12,1,0
OR44850,East,Sports,2022-12-14,2022-12-15,2022-12-22,Express,146,Delivered,7,1,0
OR44851,South,Home,2025-09-23,2025-09-26,2025-10-03,Standard,141,Delivered,7,1,0
OR44852,Central,Beauty,2025-08-03,2025-08-06,2025-08-12,Same Day,344,Delivered,6,1,0
OR44853,West,Beauty,2025-08-07,2025-08-10,2025-08-18,Standard,134,Delayed,8,0,1
OR44854,West,Fashion,2024-11-24,2024-11-27,2024-12-07,Standard,76,Delivered,10,1,0
OR44855,West,Electronics,2024-07-03,2024-07-06,2024-07-14,Standard,140,Returned,8,1,0
OR44856,West,Electronics,2024-01-05,2024-01-08,2024-01-19,Standard,72,Delivered,11,1,0
OR44857,Central,Electronics,2022-08-05,2022-08-06,2022-08-11,Standard,75,Delivered,5,1,0
OR44858,North,Fashion,2024-10-03,2024-10-04,2024-10-10,Express,123,Delivered,6,1,0
OR44859,South,Electronics,2023-05-23,2023-05-24,2023-05-29,Standard,142,Delivered,5,1,0
OR44860,West,Grocery,2024-06-13,2024-06-16,2024-06-22,Standard,117,Delivered,6,1,0
OR44861,South,Fashion,2022-07-06,2022-07-09,2022-07-16,Standard,100,Delivered,7,1,0
OR44862,South,Sports,2024-02-07,2024-02-10,2024-02-16,Express,154,Delivered,6,1,0
OR44863,Central,Grocery,2023-03-28,2023-03-29,2023-04-04,Express,211,Delivered,6,1,0
OR44864,South,Beauty,2024-10-13,2024-10-16,2024-10-23,Standard,96,Delivered,7,1,0
OR44865,West,Sports,2025-02-04,2025-02-04,2025-02-07,Express,237,Delayed,3,0,1
OR44866,South,Electronics,2023-05-23,2023-05-23,2023-05-25,Standard,74,Delivered,2,1,0
OR44867,Central,Fashion,2022-06-02,2022-06-05,2022-06-12,Standard,141,Delivered,7,1,0
OR44868,West,Beauty,2024-07-18,2024-07-21,2024-07-31,Standard,56,Delayed,10,0,1
OR44869,Central,Grocery,2025-06-08,2025-06-09,2025-06-13,Standard,110,Delivered,4,1,0
OR44870,East,Fashion,2025-10-12,2025-10-13,2025-10-19,Same Day,314,Delivered,6,1,0
OR44871,North,Fashion,2025-04-19,2025-04-22,2025-04-29,Standard,52,Delivered,7,1,0
OR44872,South,Beauty,2022-01-25,2022-01-28,2022-02-06,Standard,74,Delivered,9,1,0
OR44873,South,Fashion,2023-10-24,2023-10-27,2023-11-02,Standard,73,Delayed,6,0,1
OR44874,South,Sports,2024-05-30,2024-06-02,2024-06-08,Same Day,374,Delivered,6,1,0
OR44875,East,Fashion,2025-12-15,2025-12-16,2025-12-23,Express,235,Delivered,7,1,0
OR44876,North,Electronics,2025-02-26,2025-02-27,2025-03-06,Standard,56,Delivered,7,1,0
OR44877,Central,Grocery,2022-06-09,2022-06-10,2022-06-16,Standard,59,Delivered,6,1,0
OR44878,East,Home,2024-10-04,2024-10-07,2024-10-13,Standard,90,Delivered,6,1,0
OR44879,East,Fashion,2023-04-08,2023-04-09,2023-04-14,Express,212,Delivered,5,1,0
OR44880,West,Grocery,2025-08-20,2025-08-23,2025-09-01,Standard,66,Delayed,9,0,1
OR44881,East,Sports,2023-12-19,2023-12-20,2023-12-25,Standard,102,Delivered,5,1,0
OR44882,East,Sports,2025-11-15,2025-11-16,2025-11-23,Standard,51,Delivered,7,1,0
OR44883,South,Fashion,2022-11-19,2022-11-22,2022-12-03,Standard,127,Returned,11,1,0
OR44884,West,Beauty,2022-03-07,2022-03-10,2022-03-18,Standard,112,Delivered,8,1,0
OR44885,Central,Beauty,2025-04-23,2025-04-23,2025-04-27,Express,109,Delivered,4,1,0
OR44886,North,Fashion,2025-10-28,2025-10-31,2025-11-07,Standard,72,Delivered,7,1,0
OR44887,Central,Beauty,2022-10-19,2022-10-20,2022-10-27,Standard,53,Delivered,7,1,0
OR44888,West,Electronics,2025-01-02,2025-01-05,2025-01-12,Express,241,Delivered,7,1,0
OR44889,South,Home,2025-07-16,2025-07-17,2025-07-23,Express,244,Delivered,6,1,0
OR44890,North,Beauty,2025-06-21,2025-06-24,2025-06-30,Same Day,297,Delivered,6,1,0
OR44891,Central,Fashion,2025-02-18,2025-02-19,2025-02-26,Standard,60,Delivered,7,1,0
OR44892,North,Fashion,2022-12-05,2022-12-06,2022-12-12,Standard,129,Delivered,6,1,0
OR44893,North,Electronics,2023-03-04,2023-03-05,2023-03-12,Standard,140,Delayed,7,0,1
OR44894,North,Sports,2024-12-21,2024-12-22,2024-12-29,Standard,104,Delivered,7,1,0
OR44895,East,Beauty,2023-11-18,2023-11-21,2023-11-29,Standard,110,Delivered,8,1,0
OR44896,West,Home,2022-06-07,2022-06-10,2022-06-17,Standard,93,Delivered,7,1,0
OR44897,West,Sports,2025-05-09,2025-05-12,2025-05-21,Express,169,Delivered,9,1,0
OR44898,South,Fashion,2024-10-06,2024-10-07,2024-10-14,Express,87,Delivered,7,1,0
OR44899,Central,Home,2025-04-01,2025-04-04,2025-04-11,Standard,128,Delayed,7,0,1
OR44900,South,Fashion,2025-08-23,2025-08-26,2025-09-03,Standard,103,Delayed,8,0,1
OR44901,Central,Electronics,2024-06-24,2024-06-27,2024-07-06,Standard,114,Delivered,9,1,0
OR44902,North,Electronics,2024-07-27,2024-07-30,2024-08-07,Express,115,Delivered,8,1,0
OR44903,Central,Sports,2024-05-20,2024-05-23,2024-06-01,Standard,141,Delivered,9,1,0
OR44904,Central,Grocery,2024-02-08,2024-02-11,2024-02-21,Standard,119,Delayed,10,0,1
OR44905,North,Sports,2025-07-05,2025-07-06,2025-07-10,Standard,79,Delivered,4,1,0
OR44906,South,Home,2023-09-05,2023-09-06,2023-09-10,Express,215,Delivered,4,1,0
OR44907,Central,Electronics,2023-10-07,2023-10-10,2023-10-18,Express,205,Delayed,8,0,1
OR44908,South,Sports,2023-11-03,2023-11-03,2023-11-06,Standard,139,Delivered,3,1,0
OR44909,South,Electronics,2025-10-20,2025-10-21,2025-10-27,Same Day,372,Delivered,6,1,0
OR44910,West,Grocery,2025-10-06,2025-10-07,2025-10-11,Standard,146,Delayed,4,0,1
OR44911,North,Sports,2024-03-17,2024-03-18,2024-03-25,Express,128,Delivered,7,1,0
OR44912,North,Electronics,2022-11-23,2022-11-24,2022-11-29,Standard,99,Delivered,5,1,0
OR44913,East,Fashion,2022-02-20,2022-02-21,2022-02-28,Same Day,308,Delivered,7,1,0
OR44914,South,Beauty,2022-04-26,2022-04-29,2022-05-06,Standard,129,Delivered,7,1,0
OR44915,East,Grocery,2025-11-10,2025-11-13,2025-11-19,Standard,148,Delivered,6,1,0
OR44916,North,Beauty,2024-01-18,2024-01-21,2024-01-28,Same Day,332,Delivered,7,1,0
OR44917,North,Fashion,2022-11-27,2022-11-27,2022-11-30,Standard,138,Delivered,3,1,0
OR44918,East,Beauty,2024-03-26,2024-03-29,2024-04-05,Standard,143,Delivered,7,1,0
OR44919,North,Home,2022-07-30,2022-07-31,2022-08-07,Standard,147,Delivered,7,1,0
OR44920,North,Grocery,2022-01-27,2022-01-30,2022-02-05,Express,171,Delayed,6,0,1
OR44921,West,Electronics,2023-11-19,2023-11-20,2023-11-26,Same Day,381,Delivered,6,1,0
OR44922,Central,Fashion,2024-09-09,2024-09-12,2024-09-19,Standard,144,Delivered,7,1,0
OR44923,West,Home,2024-09-17,2024-09-20,2024-09-26,Express,184,Delivered,6,1,0
OR44924,Central,Fashion,2023-05-27,2023-05-27,2023-05-30,Standard,149,Delivered,3,1,0
OR44925,West,Grocery,2025-12-27,2025-12-30,2026-01-07,Express,100,Delivered,8,1,0
OR44926,West,Beauty,2022-10-16,2022-10-19,2022-10-25,Standard,107,Delivered,6,1,0
OR44927,South,Fashion,2024-11-12,2024-11-15,2024-11-24,Same Day,353,Delivered,9,1,0
OR44928,East,Fashion,2024-05-10,2024-05-10,2024-05-12,Standard,57,Delayed,2,0,1
OR44929,West,Sports,2023-09-08,2023-09-11,2023-09-19,Standard,103,Delivered,8,1,0
OR44930,South,Electronics,2024-09-16,2024-09-19,2024-09-28,Express,159,Delivered,9,1,0
OR44931,West,Fashion,2023-09-30,2023-10-03,2023-10-12,Standard,86,Delivered,9,1,0
OR44932,East,Sports,2023-03-20,2023-03-23,2023-04-01,Standard,82,Delivered,9,1,0
OR44933,South,Beauty,2025-11-25,2025-11-28,2025-12-05,Standard,89,Delayed,7,0,1
OR44934,Central,Electronics,2022-05-10,2022-05-10,2022-05-14,Standard,67,Delivered,4,1,0
OR44935,East,Grocery,2022-10-22,2022-10-22,2022-10-26,Standard,87,Delivered,4,1,0
OR44936,North,Grocery,2022-09-27,2022-09-28,2022-10-02,Standard,138,Returned,4,1,0
OR44937,South,Sports,2024-09-27,2024-09-27,2024-09-30,Standard,55,Delivered,3,1,0
OR44938,North,Sports,2024-05-05,2024-05-08,2024-05-15,Standard,102,Delivered,7,1,0
OR44939,South,Grocery,2024-12-27,2024-12-27,2024-12-31,Same Day,285,Delivered,4,1,0
OR44940,Central,Home,2023-06-25,2023-06-28,2023-07-08,Standard,144,Delivered,10,1,0
OR44941,South,Beauty,2024-05-27,2024-05-28,2024-06-01,Standard,91,Delivered,4,1,0
OR44942,West,Electronics,2022-05-26,2022-05-27,2022-06-03,Express,100,Delivered,7,1,0
OR44943,North,Electronics,2024-09-14,2024-09-15,2024-09-20,Standard,123,Delivered,5,1,0
OR44944,North,Sports,2024-01-02,2024-01-05,2024-01-11,Express,180,Delivered,6,1,0
OR44945,South,Beauty,2022-06-08,2022-06-09,2022-06-15,Same Day,221,Delivered,6,1,0
OR44946,West,Electronics,2023-01-31,2023-02-03,2023-02-14,Express,199,Delivered,11,1,0
OR44947,West,Home,2023-12-26,2023-12-29,2024-01-05,Express,100,Delivered,7,1,0
OR44948,South,Electronics,2025-12-01,2025-12-04,2025-12-12,Express,86,Delivered,8,1,0
OR44949,East,Sports,2025-04-24,2025-04-27,2025-05-03,Express,208,Returned,6,1,0
OR44950,Central,Fashion,2022-05-02,2022-05-03,2022-05-10,Standard,58,Delivered,7,1,0
OR44951,South,Fashion,2022-05-25,2022-05-28,2022-06-08,Standard,138,Delivered,11,1,0
OR44952,West,Sports,2022-01-22,2022-01-23,2022-01-28,Same Day,237,Delivered,5,1,0
OR44953,Central,Fashion,2024-04-20,2024-04-20,2024-04-24,Standard,55,Delivered,4,1,0
OR44954,South,Beauty,2024-02-13,2024-02-14,2024-02-20,Standard,129,Delivered,6,1,0
OR44955,Central,Electronics,2024-04-13,2024-04-16,2024-04-27,Express,150,Delivered,11,1,0
OR44956,East,Sports,2023-07-25,2023-07-28,2023-08-07,Express,127,Delivered,10,1,0
OR44957,West,Sports,2022-11-14,2022-11-15,2022-11-22,Standard,145,Delivered,7,1,0
OR44958,East,Sports,2025-11-16,2025-11-17,2025-11-22,Standard,127,Delivered,5,1,0
OR44959,East,Fashion,2023-11-19,2023-11-22,2023-11-30,Express,96,Delivered,8,1,0
OR44960,West,Grocery,2025-10-17,2025-10-18,2025-10-23,Standard,118,Delivered,5,1,0
OR44961,East,Fashion,2023-06-05,2023-06-06,2023-06-12,Standard,124,Delivered,6,1,0
OR44962,South,Sports,2023-05-25,2023-05-26,2023-06-01,Express,148,Delivered,6,1,0
OR44963,South,Electronics,2022-12-21,2022-12-22,2022-12-28,Same Day,359,Delivered,6,1,0
OR44964,Central,Beauty,2024-07-05,2024-07-08,2024-07-14,Express,242,Returned,6,1,0
OR44965,South,Grocery,2023-12-17,2023-12-20,2023-12-27,Standard,119,Delivered,7,1,0
OR44966,South,Sports,2022-12-29,2023-01-01,2023-01-11,Express,86,Delivered,10,1,0
OR44967,Central,Beauty,2022-08-26,2022-08-29,2022-09-07,Express,100,Delivered,9,1,0
OR44968,North,Fashion,2022-06-18,2022-06-21,2022-07-03,Express,182,Delivered,12,1,0
OR44969,West,Home,2024-01-20,2024-01-23,2024-02-01,Standard,72,Delivered,9,1,0
OR44970,South,Sports,2023-05-30,2023-06-02,2023-06-13,Standard,82,Delivered,11,1,0
OR44971,Central,Electronics,2023-06-20,2023-06-23,2023-07-04,Standard,144,Delivered,11,1,0
OR44972,East,Home,2024-01-22,2024-01-25,2024-02-05,Standard,61,Delayed,11,0,1
OR44973,East,Home,2022-10-11,2022-10-12,2022-10-18,Express,117,Delivered,6,1,0
OR44974,South,Fashion,2023-01-17,2023-01-18,2023-01-24,Standard,55,Delivered,6,1,0
OR44975,West,Fashion,2025-09-02,2025-09-05,2025-09-12,Standard,125,Delivered,7,1,0
OR44976,Central,Beauty,2025-08-27,2025-08-30,2025-09-05,Same Day,398,Delivered,6,1,0
OR44977,Central,Grocery,2022-03-14,2022-03-15,2022-03-22,Standard,134,Delayed,7,0,1
OR44978,Central,Sports,2022-12-13,2022-12-14,2022-12-18,Same Day,324,Delayed,4,0,1
OR44979,Central,Beauty,2024-06-17,2024-06-20,2024-06-29,Standard,88,Delivered,9,1,0
OR44980,Central,Grocery,2025-05-11,2025-05-14,2025-05-24,Standard,63,Delivered,10,1,0
OR44981,West,Grocery,2024-04-20,2024-04-23,2024-04-30,Standard,138,Returned,7,1,0
OR44982,Central,Home,2024-01-25,2024-01-26,2024-02-01,Standard,103,Delivered,6,1,0
OR44983,West,Fashion,2023-12-03,2023-12-06,2023-12-14,Standard,97,Delivered,8,1,0
OR44984,West,Home,2022-06-24,2022-06-25,2022-07-02,Standard,104,Delivered,7,1,0
OR44985,West,Sports,2022-06-12,2022-06-15,2022-06-22,Standard,72,Delivered,7,1,0
OR44986,East,Grocery,2024-04-09,2024-04-12,2024-04-20,Express,208,Delivered,8,1,0
OR44987,North,Grocery,2025-04-27,2025-04-30,2025-05-07,Standard,137,Returned,7,1,0
OR44988,South,Sports,2023-04-26,2023-04-29,2023-05-07,Standard,139,Delivered,8,1,0
OR44989,East,Beauty,2025-11-23,2025-11-26,2025-12-06,Standard,111,Delivered,10,1,0
OR44990,North,Grocery,2024-09-16,2024-09-19,2024-09-25,Standard,105,Delayed,6,0,1
OR44991,East,Fashion,2025-12-30,2025-12-31,2026-01-07,Same Day,318,Delivered,7,1,0
OR44992,West,Fashion,2025-04-22,2025-04-23,2025-04-27,Standard,86,Delivered,4,1,0
OR44993,West,Grocery,2024-07-15,2024-07-18,2024-07-30,Standard,116,Delivered,12,1,0
OR44994,Central,Sports,2023-05-29,2023-06-01,2023-06-07,Standard,52,Delivered,6,1,0
OR44995,West,Home,2022-11-23,2022-11-24,2022-12-01,Same Day,342,Delivered,7,1,0
OR44996,East,Grocery,2023-07-27,2023-07-28,2023-08-02,Standard,65,Delivered,5,1,0
OR44997,South,Electronics,2022-12-22,2022-12-23,2022-12-30,Standard,149,Delivered,7,1,0
OR44998,West,Fashion,2023-08-25,2023-08-26,2023-08-30,Same Day,247,Delivered,4,1,0
OR44999,North,Electronics,2023-06-06,2023-06-07,2023-06-12,Standard,132,Delivered,5,1,0
OR45000,East,Electronics,2023-06-27,2023-06-30,2023-07-06,Standard,147,Delivered,6,1,0
OR45001,North,Electronics,2022-04-16,2022-04-19,2022-04-27,Express,129,Delivered,8,1,0
OR45002,Central,Grocery,2025-03-12,2025-03-12,2025-03-15,Standard,140,Delayed,3,0,1
OR45003,Central,Grocery,2024-02-24,2024-02-27,2024-03-05,Express,226,Delivered,7,1,0
OR45004,South,Electronics,2024-03-05,2024-03-06,2024-03-11,Standard,69,Delivered,5,1,0
OR45005,East,Grocery,2025-04-20,2025-04-21,2025-04-27,Standard,82,Delivered,6,1,0
OR45006,South,Electronics,2023-12-02,2023-12-05,2023-12-14,Same Day,209,Delayed,9,0,1
OR45007,North,Electronics,2025-06-05,2025-06-08,2025-06-19,Standard,109,Delivered,11,1,0
OR45008,South,Beauty,2022-05-22,2022-05-25,2022-06-01,Express,153,Delivered,7,1,0
OR45009,North,Home,2023-05-16,2023-05-19,2023-05-28,Express,242,Delivered,9,1,0
OR45010,South,Beauty,2024-09-14,2024-09-17,2024-09-24,Standard,50,Delayed,7,0,1
OR45011,Central,Home,2024-12-31,2025-01-01,2025-01-07,Express,158,Delivered,6,1,0
OR45012,East,Home,2025-06-13,2025-06-14,2025-06-18,Express,186,Delayed,4,0,1
OR45013,South,Sports,2022-01-30,2022-01-31,2022-02-05,Standard,119,Delivered,5,1,0
OR45014,North,Fashion,2022-06-18,2022-06-19,2022-06-24,Standard,53,Delivered,5,1,0
OR45015,East,Grocery,2023-05-24,2023-05-27,2023-06-04,Standard,133,Delivered,8,1,0
OR45016,Central,Home,2023-06-08,2023-06-11,2023-06-23,Standard,108,Delivered,12,1,0
OR45017,Central,Fashion,2023-08-18,2023-08-19,2023-08-26,Express,147,Delivered,7,1,0
OR45018,West,Fashion,2023-03-14,2023-03-17,2023-03-25,Express,155,Delivered,8,1,0
OR45019,East,Beauty,2025-05-05,2025-05-06,2025-05-11,Standard,99,Delivered,5,1,0
OR45020,South,Grocery,2024-04-23,2024-04-26,2024-05-04,Express,163,Delivered,8,1,0
OR45021,Central,Beauty,2023-08-23,2023-08-26,2023-09-04,Standard,66,Delivered,9,1,0
OR45022,South,Sports,2022-04-15,2022-04-18,2022-04-24,Express,210,Delivered,6,1,0
OR45023,South,Electronics,2022-06-02,2022-06-05,2022-06-15,Same Day,341,Delivered,10,1,0
OR45024,North,Home,2023-11-29,2023-12-02,2023-12-08,Standard,127,Delivered,6,1,0
OR45025,South,Sports,2024-02-03,2024-02-04,2024-02-11,Standard,57,Returned,7,1,0
OR45026,West,Grocery,2023-11-27,2023-11-27,2023-12-01,Standard,121,Delivered,4,1,0
OR45027,East,Sports,2023-03-09,2023-03-12,2023-03-20,Express,191,Delivered,8,1,0
OR45028,East,Beauty,2022-08-04,2022-08-05,2022-08-12,Same Day,319,Returned,7,1,0
OR45029,North,Fashion,2025-09-28,2025-10-01,2025-10-09,Express,191,Delivered,8,1,0
OR45030,West,Sports,2024-12-24,2024-12-25,2024-12-31,Same Day,370,Delivered,6,1,0
OR45031,West,Home,2022-07-25,2022-07-26,2022-07-31,Standard,110,Returned,5,1,0
OR45032,East,Sports,2022-03-24,2022-03-27,2022-04-05,Standard,92,Delivered,9,1,0
OR45033,West,Sports,2025-08-10,2025-08-13,2025-08-22,Express,136,Delivered,9,1,0
OR45034,Central,Fashion,2022-04-07,2022-04-10,2022-04-16,Express,104,Delivered,6,1,0
OR45035,South,Beauty,2025-01-29,2025-01-30,2025-02-05,Standard,104,Delivered,6,1,0
OR45036,South,Sports,2023-12-11,2023-12-12,2023-12-16,Standard,147,Delivered,4,1,0
OR45037,East,Fashion,2022-10-17,2022-10-18,2022-10-25,Express,125,Delivered,7,1,0
OR45038,East,Home,2024-07-07,2024-07-08,2024-07-13,Standard,108,Delivered,5,1,0
OR45039,West,Home,2025-06-24,2025-06-27,2025-07-03,Express,188,Delivered,6,1,0
OR45040,North,Electronics,2022-05-22,2022-05-23,2022-05-30,Express,233,Delivered,7,1,0
OR45041,East,Beauty,2022-08-02,2022-08-05,2022-08-15,Standard,87,Delivered,10,1,0
OR45042,East,Electronics,2024-03-16,2024-03-19,2024-03-29,Standard,143,Delivered,10,1,0
OR45043,East,Fashion,2022-03-19,2022-03-20,2022-03-26,Standard,102,Delivered,6,1,0
OR45044,West,Electronics,2022-02-14,2022-02-15,2022-02-19,Standard,65,Delivered,4,1,0
OR45045,Central,Electronics,2023-07-27,2023-07-30,2023-08-08,Standard,68,Delayed,9,0,1
OR45046,East,Grocery,2025-05-12,2025-05-13,2025-05-19,Express,206,Delivered,6,1,0
OR45047,Central,Electronics,2025-01-17,2025-01-17,2025-01-21,Same Day,211,Delivered,4,1,0
OR45048,West,Beauty,2023-10-04,2023-10-07,2023-10-13,Standard,78,Delivered,6,1,0
OR45049,North,Sports,2023-06-05,2023-06-06,2023-06-12,Standard,90,Delivered,6,1,0
OR45050,South,Home,2024-08-03,2024-08-04,2024-08-09,Express,88,Delayed,5,0,1
OR45051,South,Electronics,2023-03-05,2023-03-08,2023-03-15,Express,94,Delivered,7,1,0
OR45052,South,Fashion,2023-07-01,2023-07-04,2023-07-14,Standard,60,Delivered,10,1,0
OR45053,South,Grocery,2025-01-21,2025-01-22,2025-01-26,Express,114,Delivered,4,1,0
OR45054,West,Grocery,2024-09-05,2024-09-06,2024-09-11,Standard,50,Delivered,5,1,0
OR45055,South,Home,2024-05-17,2024-05-17,2024-05-21,Express,184,Delivered,4,1,0
OR45056,West,Home,2022-10-29,2022-11-01,2022-11-07,Express,165,Delivered,6,1,0
OR45057,North,Fashion,2024-08-22,2024-08-25,2024-08-31,Standard,108,Delivered,6,1,0
OR45058,East,Fashion,2025-01-09,2025-01-12,2025-01-23,Standard,124,Delayed,11,0,1
OR45059,East,Beauty,2025-10-09,2025-10-10,2025-10-14,Standard,110,Delivered,4,1,0
OR45060,East,Beauty,2024-09-08,2024-09-09,2024-09-15,Standard,52,Delivered,6,1,0
OR45061,West,Fashion,2022-03-16,2022-03-17,2022-03-24,Express,222,Delivered,7,1,0
OR45062,West,Grocery,2025-12-08,2025-12-11,2025-12-18,Standard,117,Delivered,7,1,0
OR45063,West,Grocery,2022-11-02,2022-11-05,2022-11-12,Standard,146,Returned,7,1,0
OR45064,North,Fashion,2025-07-18,2025-07-19,2025-07-23,Express,245,Delayed,4,0,1
OR45065,Central,Electronics,2024-03-14,2024-03-15,2024-03-20,Standard,107,Delivered,5,1,0
OR45066,West,Beauty,2023-02-27,2023-02-28,2023-03-06,Standard,77,Delivered,6,1,0
OR45067,West,Electronics,2023-04-10,2023-04-11,2023-04-17,Express,211,Delivered,6,1,0
OR45068,East,Fashion,2025-03-24,2025-03-27,2025-04-02,Standard,143,Delivered,6,1,0
OR45069,South,Fashion,2024-12-13,2024-12-16,2024-12-23,Express,197,Delivered,7,1,0
